,Artists,Title,Lyrics
53,BLACKPINK,Pink Venom,"TranslationsRomanizationEnglish中文УкраїнськаTürkçeไทย / Phasa ThaiРусскийFrançaisहिन्दीHrvatski日本語ItalianoМакедонскиNederlandsСрпскиPortuguêsEspañolPink Venom Lyrics

BLACKPINK, BLACKPINK
BLACKPINK, BLACKPINK

Kick in the door, waving the coco
팝콘 이나 챙겨 껴들 생각 말고
I talk that talk, runways I walk, walk
눈 감고 pop, pop 안 봐도 척
One by one, then two by two
내 손끝 툭 하나에 다 무너지는 중
가짜 쇼 치곤 화려했지
Makes no sense, you couldn't get a dollar outta me
자 오늘 밤이야
난 독을 품은 꽃
네 혼을 빼앗은 다음
Look what you made us do
천천히 널 잠재울 fire (Fire)
잔인할 만큼 아름다워
I bring the pain like

This that pink venom, this that pink venom
This that pink venom, get 'em, get 'em, get 'em
Straight to ya dome like woah, woah, woah
Straight to ya dome like ah, ah, ah
Taste that pink venom, taste that pink venom
Taste that pink venom, get 'em, get 'em, get 'em
Straight to ya dome like woah, woah, woah
Straight to ya domе like ah, ah, ah

Black paint and ammo, got bodies like Rambo
Rеst in peace, please light up a candle, this the life of a vandal
Masked up and I'm still in CELINE
Designer crimes or it wouldn't be me (Ooh)
Diamonds shinin', drive in silence, I don't mind it, I'm riding
Flying private side by side with the pilot up in the sky
And I'm wildin', stylin' on them and there's no chance
'Cause we got bodies on bodies like this a slow dance
You might also like
자 오늘 밤이야
난 독을 품은 꽃
네 혼을 빼앗은 다음
Look what you made us do
천천히 널 잠재울 fire (Fire)
잔인할 만큼 아름다워
I bring the pain like

This that pink venom, this that pink venom
This that pink venom, get 'em, get 'em, get 'em
Straight to ya dome like woah, woah, woah
Straight to ya dome like ah, ah, ah
Taste that pink venom, taste that pink venom
Taste that pink venom, get 'em, get 'em, get 'em
Straight to ya dome like woah, woah, woah
Straight to ya dome like ah, ah, ah

원한다면 provoke us
감당 못해 and you know this
이미 퍼져버린 shot that potion
네 눈앞은 핑크빛 ocean
Come and give me all the smoke
도 아니면 모 like I'm so rock and roll
Come and give me all the smoke
다 줄 세워 봐 자 stop, drop
I bring the pain like
Brra-ta-ta-ta, trra-ta-ta-ta
Brra-ta-ta-ta, trra-ta-ta-ta
Brra-ta-ta-ta, trra-ta-ta-ta
Straight to ya, straight to ya, straight to ya dome like
Brra-ta-ta-ta, trra-ta-ta-ta (BLACKPINK)
Brra-ta-ta-ta, trra-ta-ta-ta (BLACKPINK)
Brra-ta-ta-ta, trra-ta-ta-ta (BLACKPINK)
I bring the pain like69Embed"
54,Alyona Shvets,первое свидание,"Первое свидание (First date) Lyrics

Я приду, когда зацветёт весна
И покрасит в розовый собой облака
Соберу букет полевых цветов
И спрячу
И моё сердечко болит от любви
Просто слушай, ничего мне не говори
Первое свидание последней весны
Я плачу
Я приду, когда зацветёт весна
И покрасит в розовый собой облака
Соберу букет полевых цветов
И спрячу
И моё сердечко болит от любви
Просто слушай, ничего мне не говори
Первое свидание последней весны
Я плачу

В городе вчера зацвела сирень
Сыпет лепестки и бросает тень
Словно в аниме, заблестят зрачки
Не взаимно, ты прости
В питерской квартире кто-то точит ножи
Будущая жертва собирает цветы
Встреча их случится, только ты подожди
Подожди

Я приду, когда зацветёт весна
И покрасит в розовый собой облака
Соберу букет полевых цветов
И спрячу
И моё сердечко болит от любви
Просто слушай, ничего мне не говори
Первое свидание последней весны
Я плачу
You might also like
Сколько обнимал, сколько целовал
Украшал рисунками холодный подвал
Что же ты кричишь, не давая спать?
Ведь тебе не убежать
Постучалась ветками сирень в окно
Сыпет лепестки на бетонный пол
Сколько слёз и радости ты нам принесла
Долгожданная весна, ха

Я приду, когда зацветёт весна
И покрасит в розовый собой облака
Соберу букет полевых цветов
И спрячу
И моё сердечко болит от любви
Просто слушай, ничего мне не говори
Первое свидание последней весны
Я плачу

Первое свидание последней весны
Сколько боли в мире есть, и всё от любви
Девочки, ножи, автобусы, поезда
Это всё весна4Embed"
55,Bakr,За любовь,"Влажный Господь (Wet Lord) Lyrics

Влажный, влажный, влажный, кто самый—
Execute
Кто?
(Кто тут самый влажный?)
Кто?
Кто тут самый влажный?
Кто тут самый влажный?
Парень, ты знаешь, кто я
Твоя сука знает, но не скажет (Е-е)
Она помнит всё, в том числе
Кто тут самый влажный (У-у)
Молодой Господь превращает воду в молли water
Гора бошек — это Голгофа, я мироточу сиропом
Покажи им, кто тут самый влажный
Вот оно
Ты ищешь свою суку, мои пальцы в её локонах
Молодая прихожанка сверлит жадно, её взгляд — яд
Становится жарко: она — пожар, я — влага, свят-свят
Кадила дымят и дымят
Твой джонни хуйня для меня (Для меня)
Двенадцать апостолов в ряд
Станцуй-ка для моих ребят

Я влажный Господь (Я влажный Господь!)
Я влажный Господь (Я влажный Господь! У!)
Я влажный Господь (Я влажный Господь!)
Умываюсь твоей сукой (Умываюсь твоей сукой!)
Я влажный Господь (Я влажный Господь!)
Я влажный Господь (Я влажный Господь! У!)
Я влажный Господь (Я влажный Господь!)
Умываюсь твоей сукой (Умываюсь твоей сукой!)
You might also like
Я купаюсь в метели, она хочет растений
Выходные в постели, безделье на стиле
Мы роллим-роллим-роллим, потом баллим, парень
Я врываюсь в эту суку как цунами, стиль, как острый карри, парень (Ай)
У меня есть сок (Чё?)
Парень, береги висок (У)
Парень, сука высший сорт (Чё?)
Парень, на кармане pack шмали (У)
Внутри пара малли, сектор приз на барабане
Молодой Чудотворец в здании, кресты обвешаны телами
Передвигаюсь тихо, мой стилёк — это сакрал (Чё?)
Сука, хочешь меня видеть? Посмотри мой Инстаграм (Посмотри)
Седьмой день недели — это мой личный праздник
Я снова высоко и она просит полетать с ней (А-а)
Плохая сука, словно монахиня, её влажный подол
Мне нужен ноев ковчег, она устроит потоп
А что же будет потом? Я экономлю время
Дева хочет больше, будто Boomin, но я пулей вылетаю в двери

Я влажный Господь (Я влажный Господь!)
Я влажный Господь (Я влажный Господь! У!)
Я влажный Господь (Я влажный Господь!)
Умываюсь твоей сукой (Умываюсь твоей сукой!)
Я влажный Господь (Я влажный Господь!)
Я влажный Господь (Я влажный Господь! У!)
Я влажный Господь (Я влажный Господь!)
Умываюсь твоей сукой (Умываюсь твоей сукой!)
Saint куш кома, оу (Кр-р-р-р, у!)
Наполняю даблкап вином (Что? Что? Что?)
Для поденщиц райских кущ
У меня есть, что покруче, впрочем
Я устроил ночью взбучку сучке
Она хочет отдохнуть, чё? (Чё?)
Я голоден, чёрт-чёрт (Ха)
Режу головы неверных, чоп-чоп-чоп (Чоп-чоп-чоп-чоп)
Если сука в храме, значит сука точно потечёт (Потечёт)
Она знает как мы отдыхаем, скажи «горячо»
Молодой адепт, шесть-шесть-шесть (А-а)
Щеголяю будто Мистер Кредо
Чудная долина, бейба, это мой place (У)
Goddamn, мне не надо много ласки, я роняю пару фраз
И она рвёт голосовые связки словно Басков (Словно Басков)
Я кручу, сверкают пятки на столе (А)
Спустил в неё обойму, будто бы я пистолет (А)
Дом трещит!
Знаешь где меня найти
Ищи-свищи!
Я невидим и ретив

Я влажный Господь (Я влажный Господь!)
Я влажный Господь (Я влажный Господь! У!)
Я влажный Господь (Я влажный Господь!)
Умываюсь твоей сукой (Умываюсь твоей сукой!)
Я влажный Господь (Я влажный Господь!)
Я влажный Господь (Я влажный Господь! У!)
Я влажный Господь (Я влажный Господь!)
Умываюсь твоей сукой (Умываюсь твоей сукой!)

Я — влажный, как Господь
Сука поливает меня, но не за любовь
Сука погибает подо мной и я не помню имя
Эту суку я называю Дева Мария (Дева Мария)
Я — влажный, как Господь
Сука поливает меня, но не за любовь
Сука погибает подо мной и я не помню имя
Эту суку я называю Дева Мария (Дева Мария)7Embed"
56,The Weeknd,Die For You,"TranslationsPortuguêsفارسیTürkçeEspañolDeutschDie For You Lyrics
I'm findin' ways to articulate the feelin' I'm goin' through
I just can't say I don't love you (Yeah)
'Cause I love you, yeah
It's hard for me to communicate the thoughts that I hold
But tonight, I'm gon' let you know
Let me tell the truth
Baby, let me tell the truth, yeah

You know what I'm thinkin', see it in your eyes
You hate that you want me, hate it when you cry
You're scared to be lonely, 'specially in the night
I'm scared that I'll miss you, happens every time
I don't want this feelin', I can't afford love
I try to find a reason to pull us apart
It ain't workin' 'cause you're perfect
And I know that you're worth it
I can't walk away, oh
Even though we're goin' through it
And it makes you feel alone
Just know that I would die for you
Baby, I would die for you, yeah
The distance and the time between us
It'll never change my mind 'cause
Baby, I would die for you
Baby, I would die for you, yeah (Say)

I'm findin' ways to manipulate the feelin' you're goin' through
But, baby girl, I'm not blamin' you
Just don't blame me, too, yeah
'Cause I can't take this pain forever
And you won't find no one that's better
'Cause I'm right for you, babe
I think I'm right for you, babe

You know what I'm thinkin', see it in your eyes
You hate that you want me, hate it when you cry
It ain't workin' 'cause you're perfect
And I know that you're worth it
I can't walk away, oh
You might also like
Even though we're goin' through it
And it makes you feel alone
Just know that I would die for you
Baby, I would die for you, yeah
The distance and the time between us
It'll never change my mind 'cause
Baby, I would die for you, uh
Baby, I would die for you, yeah
I would die for you, I would lie for you
Keep it real with you, I would kill for you, my baby
I'm just sayin', yeah
I would die for you, I would lie for you
Keep it real with you, I would kill for you, my baby
Na-na-na, na-na-na, na-na-na

Even though we're goin' through it
And it makes you feel alone
Just know that I would die for you
Baby, I would die for you, yeah
The distance and the time between us
It'll never change my mind 'cause
Baby, I would die for you
Baby, I would die for you, yeah (Oh, babe)
(Die for you)186Embed"
57,V $ X V PRiNCE,Точка или запятая,"Точка или запятая (A Period Or A Comma) Lyrics

Эй, эй-эй
Эй, йа (Get down)

Любишь, не любишь — не знаю
Вроде к тебе не растаял
Правду скажи мне, родная
Точка или запятая?
Туса за тусой, летаю
Мы заблудились без стаи
Губы твои обожаю
Точка или запятая?
Этот вечер нагнетает без твоей любви (Давай)
Эти свечи задуваю дымом конопли
Помоги, моя родная, помо-помоги (Помо-помоги)
Обойти эту планету и меня найди (Е)
Я буду маяком твоим и греть тебя рассветами
Закрыты под замком, теперь поделимся секретами
Лучше остановись (Окей) или останови (Ага)
Ты уж определись, ведь я могу и без любви (Знаешь, знаешь)

Любишь, не любишь — не знаю (Е)
Точка или запятая? (Эй)
Туса за тусой, летаю
Точка или запятая?

Моя голова преследует вопрос: ты говорила
Правду или ложь, правду или ложь? Все эти слова —
Шипы галимых роз, и всё, что было —
Правда или ложь, правда или ложь? Я не знаю
Правда или ложь, правда или ложь? Не понимаю
Правда или ложь, правда или ложь, правда или…
Хочется поверить, открывай мне двери, правда или…
Хочется поверить, хочется поверить, правда или…
You might also like
С каких это пор между нами тёмный коридор?
С каких это пор у нас молчаливый разговор?
С каких это пор: я, вискарь и твой знакомый двор?
Это перебор, остановись — красный светофор
С каких это пор между нами тёмный коридор?
С каких это пор у нас молчаливый разговор? (Е)
С каких это пор: я, вискарь и твой знакомый двор?
Это перебор, остановись
Пьяными глазами её нарисую (Нарисую)
Я сопротивляюсь — она атакует (Она атакует)
Ну как же я нарвался на тебя такую? (Тебя такую)
Как же я нарвался на тебя такую? (Тебя такую)
Просто заберу в галактику другую (Мгм)
Я ночью увезу её, мы подрифтуем
Ну как же я нарвался на тебя такую? (Е, е)
Как же я нарвался на тебя такую?

Моя голова преследует вопрос: ты говорила
Правду или ложь, правду или ложь? Все эти слова —
Шипы галимых роз, и всё, что было —
Правда или ложь, правда или ложь? Я не знаю
Правда или ложь, правда или ложь? Не понимаю
Правда или ложь, правда или ложь, правда или…
Хочется поверить, открывай мне двери, правда или…
Хочется поверить, хочется поверить
Моя голова преследует вопрос (What?): ты говорила
Правду или ложь, правду или ложь? Все эти слова —
Шипы галимых роз, и всё, что было —
Правда или ложь, правда или ложь? Я не знаю
Правда или ложь, правда или ложь? Не понимаю
Правда или ложь, правда или ложь, правда или…
Хочется поверить, открывай мне двери, правда или…
Хочется поверить, хочется поверить, правда или…Embed"
58,uniqe,ТОЛПЫ КРИЧАТ,"ТОЛПЫ КРИЧАТ (THE CROWDS ARE SHOUTING)  Lyrics

Э-эй
Во-воу

Толпы, толпы, толпы кричат: «nkeeei» (nkeeei!), воу-воу (Воу-воу, чё?), о боже
И у меня есть грешки, но на swag благословлён Богом
Пропущенный номер, а после меня так тревожит
Меня не учили, как раздать swag, я сам всё понял (Swag)
Я написал тебе, сказал, что я свободен
Я не могу забыть (Кого?) тебя (А), как мои строчки
Я написал тебе (Когда?) вчера, сегодня ночью
На ушко ты меня что-то спросишь
Меня любишь или бросишь?(Бросишь)
Личный ремонт — покрыть комнату тучами (Ху-у-у)
Суки звонят, дам им в ноги пропущенный
Со мной все кровати стали скрипучими (Sheesh, sheesh)
Если мы в школе, то я swag'и учитель
День не писал, и теперь она капризна
Она картина — она на мне повисла (Йей, йей!)
Палят на меня, я, бля, чё, Мона Лиза?
Я так далеко, но к её сердцу близок

Толпы кричат: «nkeeei» (nkeeei!), воу-воу (Воу-воу), о боже
И у меня есть грешки, но на swag благословлён Богом
Пропущенный номер, а после меня так тревожит
Меня не учили (Нет-нет), как раздать swag (Не), я сам всё понял

Самый-самый пьяный
Взял-взял xan'ы
Затянул раны
В тени-тени тону
Я самый-самый пьяный
Взял-взял xan'ы
Затянул раны
В тени-тени тону
Залечил (Во-о-у), глубже вдыхая
Покрывал воду дымом в наполненной ванне (Е)
Я не дурак (У), но забываю
Проведённое время с тобой в нашей спальне
Где я был — выбило дымом
С памятью у меня проблемы
Ужинал снова я вином
Засыпаю, а в моём сне мы (А-а)
You might also like
Толпы кричат: «nkeeei» (nkeeei!), воу-воу (Воу-воу), о боже
И у меня есть грешки, но на swag благословлён Богом
Пропущенный номер, а после меня так тревожит
Меня не учили (Нет-нет), как раздать swag (Не), я сам всё понял (Понял)1Embed"
59,Big Baby Tape,Million,"TranslationsRomanizationEnglishMillion Lyrics

Pimp them sluts, break them hoes
Ride clean, smoke your dope
Break them hoes, break them hoes
Ride clean, smoke— (Yeah, ho)
Now I'm high, really high
Now I'm high-high-high
Now I'm high, really high
Now I'm high-high-high
Now I'm high, really high
Now I'm high-high-high
Now I'm high, really high (D-D, D-D, DJ Tape)
Now I'm high-high-high
200к, 300к, 500к, миллион
Easy come, easy go, трачу их, let it go (High)
Let it go, let it go, let it go, let it go
Миллион, миллион, миллион

Делай деньги — нахуй фэйм, lil' bitch, — это мой message
Моя сука ba-bad, bad and bougie, плюс она ratchet (Yeah, ho)
Я дал малому ход, он сделал fatty, он флексит
Прострелим твой целый hood, мой mood — сделать все racks'ы
Да, я знаю, она cocaina shorty (Yeah, ho)
Удлинённый blicky, а мой хоуми поднял forty (Yeah, ho)
Кизи поднял nina, его Кайен на Спорте (Yeah, ho)
Ты скажешь, что я демон, я скажу тебе: «Да что ты?» (Yeah, ho)
Этот Sprite Cranberry cup, пускаю корни
Заны ща во мне, я ощущаю себя lovely
Мои трусы от Burbеrry, нахуй закон — я маверик
Мой хоуми сделал robbery, free хоуми, — он ща в камере
А помнишь, как мы слайдили? Мы снайперы и трапперы
Мы не были богатыми, Cartier для моей матери
Мы сказочно богаты, ща я ем краба на завтрак
Потратил пару лямов ща, они вернутся завтра (Yeah, ho)

Ствол on my hip, pockеt full of chips
Спрячу в носках скалы, в зубах горит сплиф
Сделал ещё хит для этих streets
Кто ты такой, белый? Don't fuck with me
Да, я Big Dillah, также money flippa
Они смотрят в ахуе, когда проходят мимо
Да, мама, я for real-a, микрофон килла
Так будет, так сейчас, и всё останется, как было
You might also like
200к, 300к, 500к, миллион
Easy come, easy go, трачу их, let it go
Let it go, let it go, let it go, let it go (Now I'm high, really—)
Миллион, миллион, миллион, миллион
200к, 300к, 500к, миллион
Easy come, easy go, трачу их, let it go
Let it go, let it go, let it go, let it go
Миллион, миллион, миллион, миллион (Yeah, ho)

Now I'm high, really-really—
Now I'm high, really high-high
Now I'm high, really-really—
Now I'm high, really—39Embed"
60,Skryptonite,Baby mama,"Baby Mama Lyrics

Эта греховная связь
Но я хотел только грязь
Изначально
Детка, мы с тобой долго молчали
О наших тайнах
Твои подруги развеют печали
Рассмотрим детально
Будем делать это всю ночь, всю ночь
За окном ливень стеной
С утра — немое кино, кино
О, но-но-но (О, но-но-но)
Будем делать это всю ночь, всю ночь
За окном ливень стеной
С утра — немое кино, кино
О, но-но-но (О, но-но-но)

Прости, я не смог
Тут невиновен ни смок, ни дымок
Всё это тянет на срок
Я не тот!
Детка, пойми, я не тот!
Всё время на занятом
Так что читай между строк
Это стоп! Это всё

Будем делать это всю ночь, всю ночь
За окном ливень стеной
С утра — немое кино, кино
О, но-но-но (О, но-но-но)
Будем делать это всю ночь, всю ночь
За окном ливень стеной
С утра — немое кино, кино
О, но-но-но (О, но-но-но)
You might also like
Погода влажная, как шлюха
Льётся не бумага
Но жара или вьюга
Всем всё одинаково
Мне нужна не шуба
Мне нужна афганка
У меня есть трубка
Мне всё фиолетово

Индика — подруга
Сатива — бэйби-мама
Индика — подруга
Сатива — бэйби-мама
Некрасиво вокруг, но
У меня есть трубка
Индика — подруга
Сатива — бэйби-мама

Мысли и бумага
Вся аппаратура
Звоню не по деньгам
Я звоню прямо с Сатурна
Ты пишешь хиты
У меня для них есть урна
Фемида в кружевах
На потоке всё ажурно
Сатива — подруга
Индика — бэйби-мама
Сатива — подруга
Индика — бэйби-мама
Некрасиво вокруг, но
У меня есть трубка
Сатива — подруга
Индика — бэйби-мама
Индика — подруга
Сатива — бэйби-мама
Индика — подруга
Сатива — бэйби-мама
Некрасиво вокруг, но
У меня есть трубка
Индика — подруга
Сатива — бэйби-мама3Embed"
61,Eminem,Without Me,"TranslationsEspañolTürkçePortuguês日本語Italianoहिन्दीDeutschFrançaisفارسیDanskWithout Me Lyrics
Obie Trice, real name, no gimmicks *record scratch*

Two trailer park girls go round the outside
Round the outside, round the outside
Two trailer park girls go round the outside
Round the outside, round the outside
(Woo!) (Ooh-ooh-ooh)

Guess who's back? Back again
Shady's back, tell a friend
Guess who's back? Guess who's back?
Guess who's back? Guess who's back?
Guess who's back? Guess who's back?
Guess who's back
I've created a monster, 'cause nobody wants to
See Marshall no more; they want Shady, I'm chopped liver
Well, if you want Shady, this what I'll give ya
A little bit of weed mixed with some hard liquor
Some vodka that'll jump-start my heart quicker
Than a shock when I get shocked at the hospital
By the doctor when I'm not co-operating
When I'm rocking the table while he's operating (Hey!)
You waited this long, now stop debating
'Cause I'm back, I'm on the rag and ovulating
I know that you got a job, Ms. Cheney
But your husband's heart problem's complicating
So the FCC won't let me be
Or let me be me, so let me see
They tried to shut me down on MTV
But it feels so empty without me, so
Come on and dip, bum on your lips
Fuck that, cum on your lips and some on your tits, and get ready
'Cause this shit's about to get heavy
I just settled all my lawsuits, fuck you, Debbie!

Now this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
I said this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
You might also like
Little hellions, kids feeling rebellious
Embarrassed, their parents still listen to Elvis
They start feeling like prisoners, helpless
'Til someone comes along on a mission and yells, ""Bitch!""
A visionary, vision is scary
Could start a revolution, polluting the airwaves, a rebel
So just let me revel and bask
In the fact that I got everyone kissing my ass
And it's a disaster, such a catastrophe
For you to see so damn much of my ass—you asked for me?
Well, I'm back, da-na-na-na-na-na-na-na-na-na
Fix your bent antenna, tune it in, and then I'm gonna
Enter in, and up under your skin like a splinter
The center of attention, back for the winter, I'm interesting
The best thing since wrestling, infesting in your kid's ears and nesting
Testing, ""Attention please""
Feel the tension soon as someone mentions me
Here's my ten cents; my two cents is free
A nuisance, who sent? You sent for me?

Now this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
I said this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
A tisk-it a task-it, I'll go tit-for-tat wit'
Anybody who's talking ""This shit, that shit""
Chris Kirkpatrick, you can get your ass kicked
Worse than them little Limp Bizkit bastards
And Moby? You can get stomped by Obie
You thirty-six-year-old baldheaded fag, blow me
You don't know me; you're too old, let go
It's over, nobody listens to techno
Now let's go, just give me the signal
I'll be there with a whole list full of new insults
I've been dope, suspenseful with a pencil
Ever since Prince turned himself into a symbol
But, sometimes, the shit just seems
Everybody only wants to discuss me
So this must mean I'm disgusting
But it's just me, I'm just obscene (Yeah)
Though I'm not the first king of controversy
I am the worst thing since Elvis Presley
To do Black music so selfishly
And use it to get myself wealthy (Hey!)
There's a concept that works
Twenty million other white rappers emerge
But no matter how many fish in the sea
It'd be so empty without me

Now this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
I said this looks like a job for me
So everybody, just follow me
'Cause we need a little controversy
'Cause it feels so empty without me
Hum, dei-dei, la-la, la-la-la-la-la
La-la-la-la-la, la-la-la-la
Hum, dei-dei, la-la, la-la-la-la-la
La-la-la-la-la, la-la-la-la
Kids!436Embed"
62,The Weeknd,Starboy,"TranslationsTürkçeEspañolРусскийPortuguêsFrançaisItalianoDeutschStarboy Lyrics
Ayy

I'm tryna put you in the worst mood, ah
P1 cleaner than your church shoes, ah
Milli point two just to hurt you, ah
All red Lamb' just to tease you, ah
None of these toys on lease too, ah
Made your whole year in a week too, yah
Main bitch outta your league too, ah
Side bitch outta your league too, ah
House so empty, need a centerpiece
Twenty racks a table, cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face, man, I love my baby, ah
You talkin' money, need a hearin' aid
You talkin' 'bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy

Every day, a nigga try to test me, ah
Every day, a nigga try to end me, ah
Pull off in that Roadster SV, ah
Pockets overweight, gettin' hefty, ah
Comin' for the king, that's a far cry, I
I come alive in the fall time, I
The competition, I don't really listen
I'm in the blue Mulsanne, bumpin' New Edition
You might also like
House so empty, need a centerpiece
Twenty racks a table, cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face, man, I love my baby, ah
You talkin' money, need a hearin' aid
You talkin' 'bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy

Let a nigga brag Pitt
Legend of the fall, took the year like a bandit
Bought Mama a crib and a brand new wagon
Now she hit the grocery shop lookin' lavish
Star Trek roof in that Wraith of Khan
Girls get loose when they hear this song
A hundred on the dash get me close to God
We don't pray for love, we just pray for cars
House so empty, need a centerpiece
Twenty racks a table, cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face, man, I love my baby, ah
You talkin' money, need a hearin' aid
You talkin' 'bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
Look what you've done
(Ha-ha-ha-ha-ha, ha-ha-ha-ha-ha)
I'm a motherfuckin' starboy620Embed"
63,MoonDeity,NEON BLADE,"NEON BLADE Lyrics
Мы — из поколения мужчин, выращенных женщинами
Поможет ли другая женщина в решении наших проблем?

Pumpin' on some  hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some  hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some  hood jump chiefin' gotta get my high
Pumpin' on some  hood jump chiefin' gotta get my high
Pumpin' on some  hood jump chiefin' gotta get my high
Pumpin' on some  hood jump chiefin' gotta get my high

Pumpin' on some  hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some  hood jump chiefin' gotta get my high
Scopin' out the murders mane it's timе to do a driveby
Pumpin' on some  hood jump chiefin' gotta gеt my high
Pumpin' on some  hood jump chiefin' gotta get my high
Pumpin' on some  hood jump chiefin' gotta get my high
Pumpin' on some  hood jump chiefin' gotta get my high

Pumpin' on some  hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some  hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some  hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some  hood jump chiefin' gotta get my high
Scopin' out the murders mane it's time to do a driveby
Pumpin' on some  hood jump chiefin' gotta get my high
Pumpin' on some  hood jump chiefin' gotta get my high
Pumpin' on some  hood jump chiefin' gotta get my high
Pumpin' on some  hood jump chiefin' gotta get my highYou might also likeEmbed"
64,The Weeknd,Blinding Lights,"TranslationsTürkçeSvenskaEspañolSlovenčinaРусскийPortuguêsPolskiNorsk (bokmål / riksmål)日本語ItalianoÍslenskaHebrewDeutschFrançaisفارسیNederlandsDanskShqipไทย / Phasa ThaiBlinding Lights Lyrics
Yeah

I've been tryna call
I've been on my own for long enough
Maybe you can show me how to love, maybe
I'm goin' through withdrawals
You don't even have to do too much
You can turn me on with just a touch, baby
I look around and
Sin City's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust
Hey, hey, hey

I'm running out of time
'Cause I can see the sun light up the sky
So I hit the road in overdrive, baby, oh

The city's cold and empty (Oh)
No one's around to judge me (Oh)
I can't see clearly when you're gone

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
I said, ooh, I'm drowning in the night
Oh, when I'm like this, you're the one I trust
You might also like
I'm just calling back to let you know (Back to let you know)
I could never say it on the phone (Say it on the phone)
Will never let you go this time (Ooh)

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch
Hey, hey, hey
Hey, hey, hey

I said, ooh, I'm blinded by the lights
No, I can't sleep until I feel your touch271Embed"
